,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes,ride_date
4158,10 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,3706,2,1987,Female,29,6/12/2018
4159,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),114,Rhode Island St at 17th St,5502,1,1983,Female,27,3/22/2018
4160,15 minutes,3,Powell St BART Station (Market St at 4th St),85,Church St at Duboce Ave,1184,3,1990,Male,27,2/28/2019
4161,9 minutes,22,Howard St at Beale St,81,Berry St at 4th St,3123,2,1978,Male,26,5/13/2017
4162,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,4742,2,1987,Male,26,6/16/2017
4163,18 minutes,30,San Francisco Caltrain (Townsend St at 4th St),120,Mission Dolores Park,1267,3,1988,Male,29,5/10/2023
4164,22 minutes,21,Montgomery St BART Station (Market St at 2nd St),361,Mendell St at Fairfax Ave,4800,3,1989,Male,27,3/19/2018
4165,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3662,1,1984,Male,26,2/13/2017
4166,28 minutes,21,Montgomery St BART Station (Market St at 2nd St),361,Mendell St at Fairfax Ave,5008,1,1978,Male,26,2/7/2020
4167,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,5000,2,1988,Female,26,2/14/2019
4168,5 minutes,3,Powell St BART Station (Market St at 4th St),62,Victoria Manalo Draves Park,1393,3,1993,Male,29,10/19/2019
4169,12 minutes,3,Powell St BART Station (Market St at 4th St),99,Folsom St at 15th St,1274,2,1986,Female,26,2/6/2017
4170,17 minutes,21,Montgomery St BART Station (Market St at 2nd St),355,23rd St at Tennessee St,3571,2,1994,Male,27,6/30/2018
4171,19 minutes,5,Powell St BART Station (Market St at 5th St),126,Esprit Park,2356,2,1980,Female,27,12/19/2017
4172,17 minutes,81,Berry St at 4th St,144,Precita Park,5574,2,1983,Female,27,4/24/2017
4173,4 minutes,81,Berry St at 4th St,104,4th St at 16th St,3309,2,1980,Male,29,1/26/2018
4174,17 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),127,Valencia St at 21st St,4633,1,1986,Female,29,2/13/2017
4175,17 minutes,81,Berry St at 4th St,109,17th St at Valencia St,5269,3,1980,Male,26,5/10/2023
4176,23 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),380,Masonic Ave at Turk St,5381,3,1993,Male,29,11/29/2019
4177,5 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5220,3,1992,Male,26,6/5/2019
4178,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5059,3,1983,Male,27,11/6/2018
4179,21 minutes,81,Berry St at 4th St,371,Lombard St at Columbus Ave,1784,1,1986,Male,26,3/14/2019
4180,7 minutes,5,Powell St BART Station (Market St at 5th St),79,7th St at Brannan St,3337,1,1987,Male,26,11/26/2017
4181,6 minutes,81,Berry St at 4th St,90,Townsend St at 7th St,1320,3,1992,Male,27,12/25/2018
4182,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),86,Market St at Dolores St,2058,1,1995,Female,26,5/10/2023
4183,10 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,4644,1,1984,Female,27,10/7/2019
4184,7 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5518,2,1963,Male,27,3/4/2019
4185,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),109,17th St at Valencia St,3066,2,1994,Male,27,8/29/2017
4186,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),80,Townsend St at 5th St,134,2,1989,Female,29,5/10/2023
4187,13 minutes,22,Howard St at Beale St,126,Esprit Park,4749,1,1993,Female,26,5/10/2023
4188,15 minutes,5,Powell St BART Station (Market St at 5th St),142,Guerrero Park,5298,2,1993,Male,29,5/4/2018
4189,13 minutes,5,Powell St BART Station (Market St at 5th St),55,Webster St at Grove St,3727,3,1986,Female,26,5/10/2023
4190,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,2548,2,1983,Male,26,6/7/2017
4191,23 minutes,21,Montgomery St BART Station (Market St at 2nd St),39,Scott St at Golden Gate Ave,4752,3,1980,Male,26,5/10/2023
4192,3 minutes,22,Howard St at Beale St,23,The Embarcadero at Steuart St,1052,1,1978,Male,26,5/14/2018
4193,8 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,4390,3,1992,Male,29,11/21/2017
4194,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),114,Rhode Island St at 17th St,4453,2,1977,Male,26,7/17/2018
4195,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,1936,2,1981,Male,29,5/1/2019
4196,8 minutes,22,Howard St at Beale St,66,3rd St at Townsend St,1455,1,1988,Male,29,2/13/2020
4197,20 minutes,22,Howard St at Beale St,126,Esprit Park,3084,1,1959,Male,26,2/23/2017
4198,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5521,2,1983,Male,27,1/9/2017
4199,20 minutes,21,Montgomery St BART Station (Market St at 2nd St),71,Broderick St at Oak St,4987,2,1987,Male,26,5/3/2018
4200,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),3,Powell St BART Station (Market St at 4th St),5220,1,1982,Female,26,10/15/2018
4201,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2550,1,1979,Male,26,7/16/2017
4202,5 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2516,3,1993,Male,27,5/10/2023
4203,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),345,Hubbell St at 16th St,4803,2,1989,Male,26,4/9/2018
4204,12 minutes,81,Berry St at 4th St,125,20th St at Bryant St,4972,2,1991,Male,27,5/28/2019
4205,11 minutes,22,Howard St at Beale St,60,8th St at Ringold St,4991,2,1995,Female,26,9/24/2019
4206,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4964,2,1989,Male,29,4/5/2017
4207,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5307,1,1991,Male,27,12/20/2018
4208,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),62,Victoria Manalo Draves Park,5149,1,1990,Male,26,5/10/2023
4209,10 minutes,5,Powell St BART Station (Market St at 5th St),86,Market St at Dolores St,5398,2,1986,Male,26,8/18/2018
4210,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4816,2,1990,Male,26,2/8/2018
4211,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),324,Union Square (Powell St at Post St),4770,1,1992,Male,29,5/10/2023
4212,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,4629,3,1989,Male,29,5/10/2023
4213,12 minutes,5,Powell St BART Station (Market St at 5th St),109,17th St at Valencia St,4655,3,1990,Male,27,4/7/2019
4214,11 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),1316,2,1994,Male,26,11/20/2019
4215,4 minutes,5,Powell St BART Station (Market St at 5th St),47,4th St at Harrison St,1104,2,1976,Male,27,5/10/2023
4216,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,5114,2,1984,Female,26,3/25/2019
4217,3 minutes,16,Steuart St at Market St,24,Spear St at Folsom St,3462,3,1970,Male,29,5/10/2023
4218,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),93,4th St at Mission Bay Blvd S,5312,2,1982,Male,26,6/15/2017
4219,8 minutes,81,Berry St at 4th St,126,Esprit Park,1442,1,1991,Male,29,11/17/2018
4220,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),362,Lane St at Revere Ave,5558,3,1984,Male,26,5/10/2023
4221,19 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),116,Mississippi St at 17th St,4773,3,1989,Female,26,3/31/2019
4222,20 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),127,Valencia St at 21st St,1686,1,1986,Male,29,8/5/2017
4223,18 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),116,Mississippi St at 17th St,5453,2,1989,Male,26,7/23/2018
4224,13 minutes,22,Howard St at Beale St,371,Lombard St at Columbus Ave,5306,1,1992,Male,26,1/22/2019
4225,6 minutes,16,Steuart St at Market St,36,Folsom St at 3rd St,283,2,1974,Male,27,5/31/2017
4226,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,4980,3,1990,Male,29,10/21/2018
4227,17 minutes,81,Berry St at 4th St,365,Turk St at Fillmore St,5282,2,1987,Male,27,3/24/2017
4228,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),5521,1,1998,Male,27,1/28/2019
4229,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),97,14th St at Mission St,5288,1,1991,Male,27,5/10/2023
4230,5 minutes,3,Powell St BART Station (Market St at 4th St),13,Commercial St at Montgomery St,4613,1,1986,Male,26,5/23/2017
4231,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),368,Myrtle St at Polk St,5495,2,1992,Male,26,10/13/2019
4232,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2527,2,1993,Female,27,10/9/2017
4233,12 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),966,1,1972,Male,29,1/9/2018
4234,35 minutes,5,Powell St BART Station (Market St at 5th St),119,18th St at Noe St,5396,3,1977,Male,26,6/6/2018
4235,9 minutes,81,Berry St at 4th St,22,Howard St at Beale St,1896,2,1977,Male,29,10/24/2018
4236,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4633,2,1967,Male,29,5/11/2018
4237,4 minutes,5,Powell St BART Station (Market St at 5th St),41,Golden Gate Ave at Polk St,4617,2,1990,Male,26,5/10/2023
4238,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),79,7th St at Brannan St,4647,3,1992,Male,27,3/20/2017
4239,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1594,3,1988,Male,27,4/28/2019
4240,17 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),86,Market St at Dolores St,5560,2,1991,Male,29,6/12/2017
4241,4 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,5399,2,1985,Male,29,9/2/2019
4242,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4770,2,1993,Male,29,5/10/2023
4243,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),62,Victoria Manalo Draves Park,5535,3,1994,Male,29,2/13/2017
4244,35 minutes,16,Steuart St at Market St,323,Broadway at Kearny,5018,3,1996,Male,26,11/7/2018
4245,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),110,17th & Folsom Street Park (17th St at Folsom St),1834,1,1987,Female,29,1/9/2017
4246,7 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,1217,2,1994,Male,29,5/10/2023
4247,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5299,2,1994,Male,26,11/27/2017
4248,11 minutes,81,Berry St at 4th St,89,Division St at Potrero Ave,3284,3,1986,Male,29,11/25/2018
4249,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),33,Golden Gate Ave at Hyde St,2262,2,1983,Male,26,5/10/2023
4250,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),55,Webster St at Grove St,5038,2,1984,Female,26,5/18/2019
4251,25 minutes,21,Montgomery St BART Station (Market St at 2nd St),134,Valencia St at 24th St,3246,2,1990,Female,27,1/15/2019
4252,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,4832,2,1995,Male,29,5/10/2023
4253,14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),114,Rhode Island St at 17th St,4400,2,1970,Male,27,2/28/2018
4254,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4972,2,1990,Male,27,5/31/2019
4255,13 minutes,22,Howard St at Beale St,92,Mission Bay Kids Park,2970,2,1987,Female,27,5/10/2023
4256,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),6,The Embarcadero at Sansome St,4955,2,1989,Male,27,12/31/2017
4257,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,1106,2,1984,Female,27,5/10/2023
4258,12 minutes,3,Powell St BART Station (Market St at 4th St),92,Mission Bay Kids Park,2868,3,1995,Male,26,2/12/2018
4259,19 minutes,21,Montgomery St BART Station (Market St at 2nd St),112,Harrison St at 17th St,4435,2,1982,Male,27,6/12/2018
4260,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5307,2,1969,Male,27,11/1/2018
4261,17 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),368,Myrtle St at Polk St,4975,3,1983,Female,26,10/22/2018
4262,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),37,2nd St at Folsom St,4964,2,1901,Male,29,5/10/2023
4263,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),85,Church St at Duboce Ave,5477,2,1990,Female,26,10/9/2019
4264,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),28,The Embarcadero at Bryant St,5368,2,1982,Male,27,6/25/2018
4265,13 minutes,81,Berry St at 4th St,355,23rd St at Tennessee St,3069,2,1987,Male,26,11/27/2019
4266,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,4533,3,1991,Male,26,5/29/2018
4267,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4816,1,1988,Male,26,12/16/2017
4268,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),356,Valencia St at Clinton Park,5159,2,1994,Male,29,6/25/2018
4269,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),62,Victoria Manalo Draves Park,4600,2,1973,Female,26,1/26/2018
4270,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),78,Folsom St at 9th St,5226,1,1989,Male,27,1/25/2017
4271,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5399,2,1982,Female,29,2/28/2017
4272,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),66,3rd St at Townsend St,4965,2,1972,Male,26,5/10/2023
4273,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),58,Market St at 10th St,4911,1,1998,Male,26,12/13/2018
4274,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),58,Market St at 10th St,4750,1,2000,Male,26,5/10/2023
4275,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),58,Market St at 10th St,4397,2,2000,Female,26,1/30/2020
4276,22 minutes,30,San Francisco Caltrain (Townsend St at 4th St),285,Webster St at O'Farrell St,5360,2,1957,Male,26,5/10/2023
4277,11 minutes,16,Steuart St at Market St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),4635,1,1993,Male,27,10/20/2019
4278,4 minutes,3,Powell St BART Station (Market St at 4th St),321,5th St at Folsom,4624,1,1968,Male,26,6/12/2019
4279,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),121,Mission Playground,5479,1,1993,Male,27,3/25/2017
4280,17 minutes,21,Montgomery St BART Station (Market St at 2nd St),108,16th St Mission BART,5084,2,1980,Male,26,5/25/2017
4281,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),6,The Embarcadero at Sansome St,5518,2,1990,Female,27,1/21/2018
4282,30 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),144,Precita Park,3434,2,1968,Female,29,2/12/2019
4283,17 minutes,21,Montgomery St BART Station (Market St at 2nd St),114,Rhode Island St at 17th St,2064,1,1985,Male,27,5/10/2023
4284,8 minutes,22,Howard St at Beale St,364,China Basin St at 3rd St,4644,2,1988,Male,27,3/30/2018
4285,24 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5454,1,1998,Male,27,5/10/2023
4286,13 minutes,3,Powell St BART Station (Market St at 4th St),79,7th St at Brannan St,1064,2,1986,Female,26,1/31/2019
4287,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,5114,2,1975,Male,26,1/16/2017
4288,22 minutes,81,Berry St at 4th St,125,20th St at Bryant St,4326,1,1982,Female,27,6/22/2018
4289,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),50,2nd St at Townsend St,5467,2,1996,Male,27,5/10/2023
4290,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4749,2,1977,Male,26,5/10/2023
4291,23 minutes,5,Powell St BART Station (Market St at 5th St),134,Valencia St at 24th St,5261,3,1991,Male,27,7/3/2017
4292,10 minutes,3,Powell St BART Station (Market St at 4th St),350,8th St at Brannan St,2033,2,1986,Male,26,9/1/2019
4293,18 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),371,Lombard St at Columbus Ave,5441,2,1989,Male,27,2/24/2019
4294,24 minutes,5,Powell St BART Station (Market St at 5th St),134,Valencia St at 24th St,4801,2,1991,Female,29,4/14/2019
4295,15 minutes,3,Powell St BART Station (Market St at 4th St),90,Townsend St at 7th St,377,3,1987,Female,26,9/26/2018
4296,8 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,2481,2,1985,Male,29,10/22/2019
4297,14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,2035,3,1989,Male,27,1/19/2017
4298,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5495,2,1989,Male,26,1/3/2017
4299,1 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3309,2,1973,Female,29,8/18/2019
4300,12 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),2125,1,1989,Female,29,5/10/2023
4301,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,385,2,1988,Male,26,8/25/2017
4302,18 minutes,81,Berry St at 4th St,96,Dolores St at 15th St,5388,3,1986,Male,26,9/6/2017
4303,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),60,8th St at Ringold St,5523,2,1993,Male,27,5/10/2023
4304,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,4820,2,1975,Male,29,5/10/2023
4305,17 minutes,21,Montgomery St BART Station (Market St at 2nd St),21,Montgomery St BART Station (Market St at 2nd St),5008,3,1992,Male,26,5/10/2023
4306,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3309,3,1980,Male,29,8/18/2017
4307,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5368,2,1991,Male,27,2/27/2017
4308,10 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),3658,1,1967,Male,27,5/10/2023
4309,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,4317,2,1988,Male,27,5/10/2023
4310,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5307,2,1990,Female,27,3/22/2019
4311,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),324,Union Square (Powell St at Post St),4852,3,1987,Female,26,5/10/2023
4312,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),121,Mission Playground,5448,1,1978,Male,27,1/29/2020
4313,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),116,Mississippi St at 17th St,4601,1,1990,Male,27,6/2/2019
4314,8 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1566,1,1981,Male,29,2/24/2017
4315,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5114,3,1995,Female,26,5/10/2023
4316,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),350,8th St at Brannan St,4759,2,1987,Male,26,10/30/2018
4317,15 minutes,3,Powell St BART Station (Market St at 4th St),364,China Basin St at 3rd St,1905,3,1988,Female,26,4/4/2019
4318,7 minutes,81,Berry St at 4th St,47,4th St at Harrison St,1684,2,1986,Male,26,1/29/2019
4319,11 minutes,16,Steuart St at Market St,91,Berry St at King St,1591,2,1989,Male,26,4/6/2019
4320,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),364,China Basin St at 3rd St,1308,2,1989,Male,26,1/5/2019
4321,11 minutes,22,Howard St at Beale St,81,Berry St at 4th St,5282,3,1976,Male,27,5/10/2023
4322,12 minutes,5,Powell St BART Station (Market St at 5th St),364,China Basin St at 3rd St,1851,1,1977,Male,29,2/21/2019
4323,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),24,Spear St at Folsom St,5353,2,1987,Male,27,3/31/2017
4324,20 minutes,16,Steuart St at Market St,109,17th St at Valencia St,4933,2,1987,Female,27,6/13/2017
4325,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),323,Broadway at Kearny,5202,1,1972,Male,26,9/6/2018
4326,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),371,Lombard St at Columbus Ave,5006,3,1992,Male,27,8/18/2018
4327,5 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),1615,1,1977,Male,27,10/27/2017
4328,24 minutes,21,Montgomery St BART Station (Market St at 2nd St),147,29th St at Tiffany Ave,4450,1,1992,Male,26,5/31/2017
4329,10 minutes,3,Powell St BART Station (Market St at 4th St),78,Folsom St at 9th St,2614,3,1975,Male,27,7/30/2018
4330,21 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),126,Esprit Park,4426,3,1986,Female,27,6/1/2018
4331,9 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,2644,2,1987,Female,26,8/30/2018
4332,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,1650,1,1978,Male,27,12/24/2018
4333,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,2039,3,1965,Male,27,6/14/2017
4334,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),49,S Park St at 3rd St,1301,3,1977,Male,26,8/23/2017
4335,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4382,2,1996,Male,27,5/10/2023
4336,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5477,2,1985,Male,26,6/21/2019
4337,18 minutes,22,Howard St at Beale St,112,Harrison St at 17th St,2366,2,1989,Female,26,4/16/2018
4338,8 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3128,2,1981,Male,26,5/10/2023
4339,11 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,5484,2,1990,Female,26,4/26/2019
4340,9 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),4533,2,1991,Male,26,9/23/2018
4341,7 minutes,5,Powell St BART Station (Market St at 5th St),5,Powell St BART Station (Market St at 5th St),5298,1,1976,Male,29,5/10/2023
4342,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),4655,1,1990,Male,27,7/8/2019
4343,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5299,2,1990,Male,26,12/9/2018
4344,5 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1514,2,1988,Female,27,5/10/2023
4345,7 minutes,81,Berry St at 4th St,22,Howard St at Beale St,3048,1,1969,Female,27,5/10/2023
4346,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),116,Mississippi St at 17th St,5319,3,1987,Female,26,5/27/2018
4347,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,4965,1,1991,Male,26,2/16/2019
4348,4 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,218,2,1994,Male,27,2/27/2019
4349,12 minutes,22,Howard St at Beale St,116,Mississippi St at 17th St,5283,2,1966,Male,27,12/12/2019
4350,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),93,4th St at Mission Bay Blvd S,5410,2,1989,Female,29,11/27/2017
4351,28 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4609,2,1985,Male,27,5/10/2023
4352,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),9,Broadway at Battery St,45,1,1993,Male,26,6/17/2017
4353,5 minutes,3,Powell St BART Station (Market St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),987,2,1991,Male,26,8/29/2017
4354,3 minutes,81,Berry St at 4th St,91,Berry St at King St,2197,1,1993,Male,26,4/20/2018
4355,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),80,Townsend St at 5th St,5345,2,1992,Male,26,11/14/2019
4356,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),3,Powell St BART Station (Market St at 4th St),4395,3,1976,Other,26,11/6/2017
4357,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5495,2,1984,Female,26,3/23/2018
4358,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),112,Harrison St at 17th St,5227,2,1990,Female,29,5/21/2018
4359,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,5400,3,1967,Male,26,10/7/2018
4360,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,4458,1,1996,Male,26,5/10/2023
4361,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),343,Bryant St at 2nd St,4836,3,1982,Female,26,2/3/2018
4362,13 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),3328,2,1989,Male,27,7/14/2018
4363,15 minutes,5,Powell St BART Station (Market St at 5th St),121,Mission Playground,1390,2,1986,Male,26,4/13/2017
4364,11 minutes,3,Powell St BART Station (Market St at 4th St),28,The Embarcadero at Bryant St,3462,1,1992,Male,29,7/10/2019
4365,17 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),172,1,1995,Male,27,7/24/2019
4366,4 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,335,2,1988,Male,26,6/14/2017
4367,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,4383,2,1992,Male,29,1/1/2019
4368,21 minutes,81,Berry St at 4th St,365,Turk St at Fillmore St,4586,1,1988,Male,27,5/10/2023
4369,13 minutes,16,Steuart St at Market St,89,Division St at Potrero Ave,4408,3,1989,Male,27,5/10/2023
